;Target_CI
410;0.6218546587578615
411;0.5715953570830892
412;0.6370812511177422
413;0.5915275134046475
414;0.5713855082251607
415;0.6231354117324298
416;0.5429817398324699
417;0.5429817398324699
418;0.6252689082138704
419;0.6370607348631186
420;0.6587055071310877
421;0.6771644961252824
422;0.6678783629197528
423;0.682465768341368
424;0.6454296335534588
425;0.6538143174740948
426;0.5933908480102024
427;0.6464379325475839
428;0.6424935023967421
429;0.5034350194837612
430;0.6037694965738569
431;0.6051690848965587
432;0.5874252103367837
433;0.5964593765021625
434;0.591479059971585
435;0.5626010782693183
436;0.5195459660779341
437;0.5906371095109023
438;0.5338622229770568
439;0.5646538073564855
440;0.5811610038760483
441;0.5811610038760483
442;0.5811610038760483
443;0.5811610038760483
444;0.5811610038760483
445;0.628533943298594
446;0.6507011345621365
447;0.6400307303268167
448;0.47191883781561217
449;0.6076726796757395
450;0.6086519904051827
451;0.5867378551832625
452;0.662558727931068
453;0.6203567746081616
454;0.6203567746081616
455;0.6218373094876315
456;0.49626603219190757
457;0.5891888889504997
458;0.643942227063386
459;0.6484446767012887
460;0.657735304819615
461;0.5025082084101252
462;0.6675881972421913
463;0.597970076108441
464;0.6620528282947333
465;0.6107124884748758
466;0.6419651308611931
467;0.599203625946125
468;0.6357018940458263
469;0.5663896545760194
470;0.570786610479297
471;0.5868182036915269
472;0.5713436156273763
473;0.6012758310833826
474;0.5442595574819239
475;0.6449392990229083
476;0.632467161255417
477;0.6205547199596828
478;0.6196012675063507
479;0.6244175875001032
480;0.6256293102098229
481;0.5851762160491614
482;0.5851762160491614
483;0.6157360651977929
484;0.6157360651977929
485;0.566988855804138
486;0.566988855804138
487;0.6074931325388538
488;0.6228293071945644
489;0.5763935258624189
490;0.624793480965367
491;0.5958720085150201
492;0.6425480267668925
493;0.6384565430885168
494;0.47293141466231264
495;0.5008713255814532
496;0.40568392547314314
497;0.5008713255814532
498;0.6515066583297123
499;0.6902866287339631
500;0.573837569051577
501;0.37186359206314173
502;0.5303598664556576
503;0.6369751244673733
504;0.6588833474599027
505;0.030104331964658046
506;0.346217319840069
507;0.28373991100550877
508;0.6385431294006408
509;0.6522125986509074
510;0.5905202934359604
511;0.6037022629894819
512;0.6139929635473084
513;0.6182101142507137
514;0.5961691586739983
515;0.6099327456357381
516;0.4648978781839839
517;0.5724023863823716
518;0.5666728178466814
519;0.6045069689101377
520;0.6311746289998137
521;0.5787524791884066
522;0.564434910932833
523;0.5939984976236695
524;0.5929803442201338
525;0.49930495374878003
526;0.5591447227911754
527;0.585337085205782
528;0.6701455125064416
529;0.675605415878546
530;0.6612124752500692
531;0.6779785367285229
532;0.6009972752709335
533;0.6009972752709335
534;0.5098721592235865
535;0.5098721592235865
536;0.5094495592383761
537;0.5094495592383761
538;0.6163072329644607
539;0.6826883965984023
540;0.6564483541860056
541;0.6112879299842409
542;0.6259523754867462
543;0.673016970260708
544;0.6828548425082787
545;0.6090797529759636
546;0.6105175327094948
547;0.6105514073795525
548;0.6105514073795525
549;0.611916307612247
550;0.611916307612247
